Date,Futures,Spot,Rate
1996-03-22,0.627,0.7090000000000001,5.40234
1996-03-21,0.613,0.7040000000000001,5.40234
1996-03-20,0.631,0.774,5.41016
1996-03-19,0.623,0.764,5.40625
1996-03-18,0.603,0.7070000000000001,5.40625
1996-03-15,0.579,0.679,5.38281
1996-03-14,0.551,0.597,5.37891
1996-03-13,0.546,0.594,5.37500
1996-03-12,0.5479999999999999,0.615,5.37500
1996-03-11,0.552,0.633,5.37500
1996-03-08,0.534,0.617,5.31250
1996-03-07,0.5379999999999999,0.604,5.31250
1996-03-06,0.542,0.6,5.31250
1996-03-05,0.53,0.59,5.31250
1996-03-04,0.522,0.5920000000000001,5.31250
1996-03-01,0.534,0.614,5.31250
1996-02-29,0.618,0.6409999999999999,5.31250
1996-02-28,0.597,0.625,5.31250
1996-02-27,0.643,0.6970000000000001,5.31250
1996-02-26,0.629,0.691,5.31250
1996-02-23,0.607,0.669,5.31250
1996-02-22,0.605,0.674,5.31250
1996-02-21,0.588,0.649,5.31250
1996-02-20,0.564,0.624,5.31250
1996-02-16,0.569,0.632,5.31250
1996-02-15,0.57,0.631,5.31250
1996-02-14,0.5820000000000001,0.6509999999999999,5.31250
1996-02-13,0.5670000000000001,0.623,5.31250
1996-02-12,0.537,0.578,5.31250
1996-02-09,0.536,0.569,5.33203
1996-02-08,0.531,0.56,5.34375
1996-02-07,0.525,0.5539999999999999,5.36328
1996-02-06,0.516,0.55,5.37500
1996-02-05,0.516,0.552,5.37500
1996-02-02,0.5329999999999999,0.56,5.37500
1996-02-01,0.524,0.542,5.37500
1996-01-31,0.535,0.536,5.43750
1996-01-30,0.523,0.51,5.47656
1996-01-29,0.511,0.51,5.50000
1996-01-26,0.509,0.507,5.53906
1996-01-25,0.505,0.504,5.56250
1996-01-24,0.527,0.527,5.56250
1996-01-23,0.53,0.53,5.56250
1996-01-22,0.537,0.539,5.56250
1996-01-19,0.542,0.544,5.56250
1996-01-18,0.544,0.539,5.59766
1996-01-17,0.531,0.537,5.61328
1996-01-16,0.524,0.528,5.62500
1996-01-15,0.5329999999999999,0.534,5.62500
1996-01-12,0.536,0.537,5.62500
1996-01-11,0.562,0.565,5.62500
1996-01-10,0.596,0.606,5.62500
1996-01-09,0.604,0.613,5.62500
1996-01-08,0.606,0.634,5.62500
1996-01-05,0.606,0.612,5.62500
1996-01-04,0.593,0.599,5.62500
1996-01-03,0.594,0.598,5.62500
1996-01-02,0.599,0.601,5.62891
1995-12-29,0.586,0.584,5.68750
1995-12-28,0.603,0.602,5.68750
1995-12-27,0.623,0.622,5.75000
1995-12-26,0.605,0.603,.
1995-12-22,0.601,0.6,5.75000
1995-12-21,0.6,0.599,5.75000
1995-12-20,0.599,0.598,5.75000
1995-12-19,0.5920000000000001,0.594,5.92969
1995-12-18,0.591,0.58,5.92969
1995-12-15,0.58,0.58,5.92969
1995-12-14,0.573,0.574,5.93750
1995-12-13,0.5770000000000001,0.579,5.93750
1995-12-12,0.568,0.568,5.93359
1995-12-11,0.568,0.569,5.92969
1995-12-08,0.5660000000000001,0.565,5.93359
1995-12-07,0.5529999999999999,0.5529999999999999,5.93750
1995-12-06,0.5479999999999999,0.547,5.93750
